quotation,speaker,cantica,canto
ma a te com' è tanta ora tolta,blank,Purgatorio,2
Nessun m'è fatto oltraggio se quei che leva quando e cui li piace più volte m'ha negato esto passaggio ché di giusto voler lo suo si face veramente da tre mesi elli ha tolto chi ha voluto intrar con tutta pace Ond' io ch'era ora a la marina vòlto dove l'acqua di Tevero s'insala benignamente fu' da lui ricolto A quella foce ha elli or dritta l'ala però che sempre quivi si ricoglie qual verso Acheronte non si cala,blank,Purgatorio,2
Se nuova legge non ti toglie memoria o uso a l'amoroso canto che mi solea quetar tutte mie doglie di ciò ti piaccia consolare alquanto l'anima mia che con la sua persona venendo qui è affannata tanto,blank,Purgatorio,2
Amor che ne la mente mi ragiona,blank,Purgatorio,2
Che è ciò spiriti lenti qual negligenza quale stare è questo Correte al monte a spogliarvi lo scoglio ch'esser non lascia a voi Dio manifesto,blank,Purgatorio,2
Perché pur diffidi,blank,Purgatorio,3
non credi tu me teco e ch'io ti guidi Vespero è già colà dov' è sepolto lo corpo dentro al quale io facea ombra Napoli l'ha e da Brandizio è tolto Ora se innanzi a me nulla s'aombra non ti maravigliar più che d'i cieli che l'uno a l'altro raggio non ingombra A sofferir tormenti caldi e geli simili corpi la Virtù dispone che come fa non vuol ch'a noi si sveli Matto è chi spera che nostra ragione possa trascorrer la infinita via che tiene una sustanza in tre persone State contenti umana gente al quia ché se potuto aveste veder tutto mestier non era parturir Maria e disïar vedeste sanza frutto tai che sarebbe lor disio quetato ch'etternalmente è dato lor per lutto io dico d'Aristotile e di Plato e di molt' altri,blank,Purgatorio,3
Or chi sa da qual man la costa cala,blank,Purgatorio,3
sì che possa salir chi va sanz' ala,blank,Purgatorio,3
Leva,blank,Purgatorio,3
maestro li occhi tuoi ecco di qua chi ne darà consiglio se tu da te medesmo aver nol puoi,blank,Purgatorio,3
Andiamo in là ch'ei vegnon piano e tu ferma la spene dolce figlio,blank,Purgatorio,3
O ben finiti o già spiriti eletti,blank,Purgatorio,3
per quella pace ch'i' credo che per voi tutti s'aspetti ditene dove la montagna giace sì che possibil sia l'andare in suso ché perder tempo a chi più sa più spiace,blank,Purgatorio,3
Sanza vostra domanda io vi confesso che questo è corpo uman che voi vedete per che 'l lume del sole in terra è fesso Non vi maravigliate ma credete che non sanza virtù che da ciel vegna cerchi di soverchiar questa parete,blank,Purgatorio,3
Tornate,blank,Purgatorio,3
intrate innanzi dunque,blank,Purgatorio,3
Chiunque tu se' così andando volgi 'l viso pon mente se di là mi vedesti unque,blank,Purgatorio,3
Or vedi,blank,Purgatorio,3
Io son Manfredi nepote di Costanza imperadrice ond' io ti priego che quando tu riedi vadi a mia bella figlia genetrice de l'onor di Cicilia e d'Aragona e dichi 'l vero a lei s'altro si dice Poscia ch'io ebbi rotta la persona di due punte mortali io mi rendei piangendo a quei che volontier perdona Orribil furon li peccati miei ma la bontà infinita ha sì gran braccia che prende ciò che si rivolge a lei Se 'l pastor di Cosenza che a la caccia di me fu messo per Clemente allora avesse in Dio ben letta questa faccia l'ossa del corpo mio sarieno ancora in co del ponte presso a Benevento sotto la guardia de la grave mora Or le bagna la pioggia e move il vento di fuor dal regno quasi lungo 'l Verde dov' e' le trasmutò a lume spento Per lor maladizion sì non si perde che non possa tornar l'etterno amore mentre che la speranza ha fior del verde Vero è che quale in contumacia more di Santa Chiesa ancor ch'al fin si penta star li convien da questa ripa in fore per ognun tempo ch'elli è stato trenta in sua presunzïon se tal decreto più corto per buon prieghi non diventa Vedi oggimai se tu mi puoi far lieto revelando a la mia buona Costanza come m'hai visto e anco esto divieto ché qui per quei di là molto s'avanza,blank,Purgatorio,3
Qui è vostro dimando,blank,Purgatorio,4
Maestro mio,blank,Purgatorio,4
che via faremo,blank,Purgatorio,4
Nessun tuo passo caggia pur su al monte dietro a me acquista fin che n'appaia alcuna scorta saggia,blank,Purgatorio,4
O dolce padre volgiti e rimira com' io rimango sol se non restai,blank,Purgatorio,4
Figliuol mio,blank,Purgatorio,4
infin quivi ti tira,blank,Purgatorio,4
Se Castore e Poluce fossero in compagnia di quello specchio che sù e giù del suo lume conduce tu vedresti il Zodïaco rubecchio ancora a l'Orse più stretto rotare se non uscisse fuor del cammin vecchio Come ciò sia se 'l vuoi poter pensare dentro raccolto imagina Sïòn con questo monte in su la terra stare sì ch'amendue hanno un solo orizzòn e diversi emisperi onde la strada che mal non seppe carreggiar Fetòn vedrai come a costui convien che vada da l'un quando a colui da l'altro fianco se lo 'ntelletto tuo ben chiaro bada,blank,Purgatorio,4
Certo maestro mio,blank,Purgatorio,4
unquanco non vid' io chiaro sì com' io discerno là dove mio ingegno parea manco che 'l mezzo cerchio del moto superno che si chiama Equatore in alcun' arte e che sempre riman tra 'l sole e 'l verno per la ragion che di' quinci si parte verso settentrïon quanto li Ebrei vedevan lui verso la calda parte Ma se a te piace volontier saprei quanto avemo ad andar ché 'l poggio sale più che salir non posson li occhi miei,blank,Purgatorio,4
Questa montagna è tale che sempre al cominciar di sotto è grave e quant' om più va sù e men fa male Però quand' ella ti parrà soave tanto che sù andar ti fia leggero com' a seconda giù andar per nave allor sarai al fin d'esto sentiero quivi di riposar l'affanno aspetta Più non rispondo e questo so per vero,blank,Purgatorio,4
Forse che di sedere in pria avrai distretta,blank,Purgatorio,4
O dolce segnor mio,blank,Purgatorio,4
adocchia colui che mostra sé più negligente che se pigrizia fosse sua serocchia,blank,Purgatorio,4
Or va tu sù che se' valente,blank,Purgatorio,4
Hai ben veduto come 'l sole da l'omero sinistro il carro mena,blank,Purgatorio,4
Belacqua a me non dole di te omai ma dimmi perché assiso quiritto se' attendi tu iscorta o pur lo modo usato t'ha' ripriso,blank,Purgatorio,4
O frate andar in sù che porta ché non mi lascerebbe ire a' martìri l'angel di Dio che siede in su la porta Prima convien che tanto il ciel m'aggiri di fuor da essa quanto fece in vita per ch'io 'ndugiai al fine i buon sospiri se orazïone in prima non m'aita che surga sù di cuor che in grazia viva l'altra che val che 'n ciel non è udita,blank,Purgatorio,4
Vienne omai vedi ch'è tocco meridïan dal sole e a la riva cuopre la notte già col piè Morrocco,blank,Purgatorio,4
Ve' che non par che luca lo raggio da sinistra a quel di sotto e come vivo par che si conduca,blank,Purgatorio,5
Perché l'animo tuo tanto s'impiglia,blank,Purgatorio,5
che l'andare allenti che ti fa ciò che quivi si pispiglia Vien dietro a me e lascia dir le genti sta come torre ferma che non crolla già mai la cima per soffiar di venti ché sempre l'omo in cui pensier rampolla sovra pensier da sé dilunga il segno perché la foga l'un de l'altro insolla,blank,Purgatorio,5
Io vegno,blank,Purgatorio,5
Miserere,blank,Purgatorio,5
oh,blank,Purgatorio,5
Di vostra condizion fatene saggi,blank,Purgatorio,5
Voi potete andarne e ritrarre a color che vi mandaro che 'l corpo di costui è vera carne Se per veder la sua ombra restaro com' io avviso assai è lor risposto fàccianli onore ed esser può lor caro,blank,Purgatorio,5
Questa gente che preme a noi è molta e vegnonti a pregar,blank,Purgatorio,5
però pur va e in andando ascolta,blank,Purgatorio,5
O anima che vai per esser lieta con quelle membra con le quai nascesti,blank,Purgatorio,5
un poco il passo queta Guarda s'alcun di noi unqua vedesti sì che di lui di là novella porti deh perché vai deh perché non t'arresti Noi fummo tutti già per forza morti e peccatori infino a l'ultima ora quivi lume del ciel ne fece accorti sì che pentendo e perdonando fora di vita uscimmo a Dio pacificati che del disio di sé veder n'accora,blank,Purgatorio,5
Perché ne' vostri visi guati non riconosco alcun ma s'a voi piace cosa ch'io possa spiriti ben nati voi dite e io farò per quella pace che dietro a' piedi di sì fatta guida di mondo in mondo cercar mi si face,blank,Purgatorio,5
Ciascun si fida del beneficio tuo sanza giurarlo pur che 'l voler nonpossa non ricida Ond' io che solo innanzi a li altri parlo ti priego se mai vedi quel paese che siede tra Romagna e quel di Carlo che tu mi sie di tuoi prieghi cortese in Fano sì che ben per me s'adori pur ch'i' possa purgar le gravi offese Quindi fu' io ma li profondi fóri ond' uscì 'l sangue in sul quale io sedea fatti mi fuoro in grembo a li Antenori là dov' io più sicuro esser credea quel da Esti il fé far che m'avea in ira assai più là che dritto non volea Ma s'io fosse fuggito inver' la Mira quando fu' sovragiunto ad Orïaco ancor sarei di là dove si spira Corsi al palude e le cannucce e 'l braco m'impigliar sì ch'i' caddi e lì vid' io de le mie vene farsi in terra laco,blank,Purgatorio,5
Deh se quel disio si compia che ti tragge a l'alto monte con buona pïetate aiuta il mio Io fui di Montefeltro io son Bonconte Giovanna o altri non ha di me cura per ch'io vo tra costor con bassa fronte,blank,Purgatorio,5
Qual forza o qual ventura ti travïò sì fuor di Campaldino che non si seppe mai tua sepultura,blank,Purgatorio,5
Oh,blank,Purgatorio,5
a piè del Casentino traversa un'acqua c'ha nome l'Archiano che sovra l'Ermo nasce in Apennino Là 've 'l vocabol suo diventa vano arriva' io forato ne la gola fuggendo a piede e sanguinando il piano Quivi perdei la vista e la parola nel nome di Maria fini' e quivi caddi e rimase la mia carne sola Io dirò vero e tu 'l ridì tra ' vivi l'angel di Dio mi prese e quel d'inferno gridava 'O tu del ciel perché mi privi Tu te ne porti di costui l'etterno per una lagrimetta che 'l mi toglie ma io farò de l'altro altro governo' Ben sai come ne l'aere si raccoglie quell' umido vapor che in acqua riede tosto che sale dove 'l freddo il coglie Giunse quel mal voler che pur mal chiede con lo 'ntelletto e mosse il fummo e 'l vento per la virtù che sua natura diede Indi la valle come 'l dì fu spento da Pratomagno al gran giogo coperse di nebbia e 'l ciel di sopra fece intento sì che 'l pregno aere in acqua si converse la pioggia cadde e a' fossati venne di lei ciò che la terra non sofferse e come ai rivi grandi si convenne ver' lo fiume real tanto veloce si ruinò che nulla la ritenne Lo corpo mio gelato in su la foce trovò l'Archian rubesto e quel sospinse ne l'Arno e sciolse al mio petto la croce ch'i' fe' di me quando 'l dolor mi vinse voltòmmi per le ripe e per lo fondo poi di sua preda mi coperse e cinse,blank,Purgatorio,5
Deh quando tu sarai tornato al mondo e riposato de la lunga via,blank,Purgatorio,5
ricorditi di me che son la Pia Siena mi fé disfecemi Maremma salsi colui che 'nnanellata pria disposando m'avea con la sua gemma,blank,Purgatorio,5
El par che tu mi nieghi o luce mia espresso in alcun testo che decreto del cielo orazion pieghi e questa gente prega pur di questo sarebbe dunque loro speme vana o non m'è 'l detto tuo ben manifesto,blank,Purgatorio,6
La mia scrittura è piana e la speranza di costor non falla se ben si guarda con la mente sana ché cima di giudicio non s'avvalla perché foco d'amor compia in un punto ciò che de' sodisfar chi qui s'astalla e là dov' io fermai cotesto punto non s'ammendava per pregar difetto perché 'l priego da Dio era disgiunto Veramente a così alto sospetto non ti fermar se quella nol ti dice che lume fia tra 'l vero e lo 'ntelletto Non so se 'ntendi io dico di Beatrice tu la vedrai di sopra in su la vetta di questo monte ridere e felice,blank,Purgatorio,6
Segnore andiamo a maggior fretta ché già non m'affatico come dianzi e vedi omai che 'l poggio l'ombra getta,blank,Purgatorio,6
Noi anderem con questo giorno innanzi,blank,Purgatorio,6
quanto più potremo omai ma 'l fatto è d'altra forma che non stanzi Prima che sie là sù tornar vedrai colui che già si cuopre de la costa sì che ' suoi raggi tu romper non fai Ma vedi là un'anima che posta sola soletta inverso noi riguarda quella ne 'nsegnerà la via più tosta,blank,Purgatorio,6
Mantüa e l'ombra tutta in sé romita surse ver' lui del loco ove pria stava dicendo O Mantoano io son Sordello de la tua terra,blank,Purgatorio,6
O Mantoano io son Sordello de la tua terra,blank,Purgatorio,6
Cesare mio perché non m'accompagne,blank,Purgatorio,6
I' mi sobbarco,blank,Purgatorio,6
Voi chi siete,blank,Purgatorio,7
Anzi che a questo monte fosser volte l'anime degne di salire a Dio fur l'ossa mie per Ottavian sepolte Io son Virgilio e per null' altro rio lo ciel perdei che per non aver fé,blank,Purgatorio,7
Ella è non è,blank,Purgatorio,7
O gloria di Latin,blank,Purgatorio,7
per cui mostrò ciò che potea la lingua nostra o pregio etterno del loco ond' io fui qual merito o qual grazia mi ti mostra S'io son d'udir le tue parole degno dimmi se vien d'inferno e di qual chiostra,blank,Purgatorio,7
Per tutt' i cerchi del dolente regno,blank,Purgatorio,7
son io di qua venuto virtù del ciel mi mosse e con lei vegno Non per far ma per non fare ho perduto a veder l'alto Sol che tu disiri e che fu tardi per me conosciuto Luogo è là giù non tristo di martìri ma di tenebre solo ove i lamenti non suonan come guai ma son sospiri Quivi sto io coi pargoli innocenti dai denti morsi de la morte avante che fosser da l'umana colpa essenti quivi sto io con quei che le tre sante virtù non si vestiro e sanza vizio conobber l'altre e seguir tutte quante Ma se tu sai e puoi alcuno indizio dà noi per che venir possiam più tosto là dove purgatorio ha dritto inizio,blank,Purgatorio,7
Loco certo non c'è posto licito m'è andar suso e intorno per quanto ir posso a guida mi t'accosto Ma vedi già come dichina il giorno e andar sù di notte non si puote però è buon pensar di bel soggiorno Anime sono a destra qua remote se mi consenti io ti merrò ad esse e non sanza diletto ti fier note,blank,Purgatorio,7
Com' è ciò,blank,Purgatorio,7
Vedi sola questa riga non varcheresti dopo 'l sol partito non però ch'altra cosa desse briga che la notturna tenebra ad ir suso quella col nonpoder la voglia intriga Ben si poria con lei tornare in giuso e passeggiar la costa intorno errando mentre che l'orizzonte il dì tien chiuso,blank,Purgatorio,7
